,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age_cat,Sal_Cat,Years_Exper
5497,31.0,Male,Bachelor's Degree,Software Engineer,7.0,120000.0,Thirties,High,6-10
5499,33.0,Male,Master's Degree,Marketing Manager,9.0,130000.0,Thirties,High,6-10
5500,29.0,Female,High School,Customer Service Representative,3.0,35000.0,Twenties,Low,0-5
5501,36.0,Male,PhD,Research Scientist,13.0,160000.0,Thirties,Very High,11-15
5502,27.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,50000.0,Twenties,Low,0-5
5503,31.0,Male,Bachelor's Degree,Project Manager,6.0,100000.0,Thirties,Medium,6-10
5504,28.0,Female,Master's Degree,Financial Analyst,4.0,80000.0,Twenties,Medium,0-5
5505,25.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,Twenties,Medium,0-5
5506,30.0,Female,Bachelor's Degree,Sales Manager,5.0,90000.0,Twenties,Medium,0-5
5507,34.0,Male,PhD,Research Director,11.0,170000.0,Thirties,Very High,11-15
5508,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,Twenties,Medium,0-5
5509,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,Thirties,High,6-10
5510,24.0,Female,High School,Receptionist,0.0,25000.0,Twenties,Low,0-5
5511,37.0,Male,Master's Degree,Marketing Director,14.0,180000.0,Thirties,Very High,11-15
5512,39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0,Thirties,Very High,16-20
5513,26.0,Male,Bachelor's Degree,Product Designer,2.0,50000.0,Twenties,Low,0-5
5514,31.0,Female,PhD,Data Scientist,8.0,140000.0,Thirties,High,6-10
5515,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,Twenties,Medium,0-5
5516,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,Thirties,High,6-10
5517,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,Twenties,Medium,0-5
5518,36.0,Female,PhD,Research Scientist,12.0,160000.0,Thirties,Very High,11-15
5519,25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0,Twenties,Medium,0-5
5520,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,85000.0,Twenties,Medium,0-5
5624,28.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000.0,Twenties,Medium,0-5
5625,33.0,Male,Master's Degree,Software Engineer,9.0,120000.0,Thirties,High,6-10
5626,26.0,Female,Bachelor's Degree,Graphic Designer,1.0,45000.0,Twenties,Low,0-5
5627,29.0,Male,Bachelor's Degree,Product Manager,5.0,80000.0,Twenties,Medium,0-5
5628,35.0,Female,PhD,Research Scientist,11.0,150000.0,Thirties,High,11-15
5629,27.0,Male,Bachelor's Degree,Software Engineer,2.0,65000.0,Twenties,Medium,0-5
5630,31.0,Female,Bachelor's Degree,Marketing Manager,7.0,100000.0,Thirties,Medium,6-10
5631,28.0,Male,Master's Degree,Financial Analyst,4.0,90000.0,Twenties,Medium,0-5
5632,24.0,Female,Bachelor's Degree,Marketing Analyst,0.0,40000.0,Twenties,Low,0-5
5633,30.0,Male,Bachelor's Degree,Project Manager,6.0,110000.0,Twenties,High,6-10
5634,34.0,Female,PhD,Research Director,12.0,170000.0,Thirties,Very High,11-15
5635,27.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0,Twenties,Medium,0-5
5636,33.0,Female,Master's Degree,Marketing Manager,8.0,120000.0,Thirties,High,6-10
5638,25.0,Female,High School,Customer Service Representative,1.0,30000.0,Twenties,Low,0-5
5639,36.0,Male,PhD,Research Scientist,13.0,180000.0,Thirties,Very High,11-15
5640,39.0,Female,Bachelor's Degree,Financial Manager,15.0,200000.0,Thirties,Very High,11-15
5641,26.0,Male,Bachelor's Degree,Product Designer,1.0,50000.0,Twenties,Low,0-5
5643,28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0,Twenties,Medium,0-5
5644,32.0,Female,Bachelor's Degree,Product Manager,7.0,110000.0,Thirties,High,6-10
5645,24.0,Male,High School,Delivery Driver,0.0,28000.0,Twenties,Low,0-5
5646,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,Thirties,Very High,11-15
5647,39.0,Female,Bachelor's Degree,Financial Manager,16.0,210000.0,Thirties,Top Tier,16-20
5648,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,Twenties,Medium,0-5
5653,36.0,Female,PhD,Research Scientist,12.0,170000.0,Thirties,Very High,11-15
5654,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,Twenties,Medium,0-5
5655,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0,Twenties,Medium,0-5
5656,34.0,Male,PhD,Research Director,11.0,160000.0,Thirties,Very High,11-15
5751,29.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0,Twenties,Medium,0-5
5752,32.0,Female,Master's Degree,Marketing Manager,8.0,120000.0,Thirties,High,6-10
5753,27.0,Male,Bachelor's Degree,Product Manager,2.0,65000.0,Twenties,Medium,0-5
5754,30.0,Female,PhD,Data Scientist,6.0,100000.0,Twenties,Medium,6-10
5755,36.0,Male,Bachelor's Degree,Financial Analyst,11.0,150000.0,Thirties,High,11-15
5878,27.0,Male,PhD,Marketing Coordinator,7.0,120000.0,Twenties,High,6-10
5880,33.0,Male,Master's Degree,Software Engineer,8.0,120000.0,Thirties,High,6-10
5881,27.0,Female,Bachelor's Degree,Product Manager,2.0,65000.0,Twenties,Medium,0-5
5882,30.0,Male,PhD,Data Scientist,6.0,100000.0,Twenties,Medium,6-10
5883,36.0,Female,Bachelor's Degree,Financial Analyst,11.0,150000.0,Thirties,High,11-15
5884,29.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0,Twenties,Medium,0-5
5885,32.0,Female,Master's Degree,Software Engineer,9.0,120000.0,Thirties,High,6-10
5886,26.0,Male,Bachelor's Degree,Graphic Designer,1.0,45000.0,Twenties,Low,0-5
5887,29.0,Female,Bachelor's Degree,Product Manager,5.0,80000.0,Twenties,Medium,0-5
5888,35.0,Male,PhD,Research Scientist,11.0,150000.0,Thirties,High,11-15
6007,34.0,Male,Master's Degree,Software Engineer,9.0,125000.0,Thirties,High,6-10
6008,28.0,Female,Bachelor's Degree,Product Manager,3.0,70000.0,Twenties,Medium,0-5
6009,31.0,Male,PhD,Data Scientist,7.0,110000.0,Thirties,High,6-10
6010,37.0,Female,Bachelor's Degree,Financial Analyst,12.0,160000.0,Thirties,Very High,11-15
6011,30.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,Twenties,Medium,0-5
6012,33.0,Female,Master's Degree,Software Engineer,8.0,120000.0,Thirties,High,6-10
6013,27.0,Male,Bachelor's Degree,Graphic Designer,2.0,50000.0,Twenties,Low,0-5
6014,30.0,Female,Bachelor's Degree,Product Manager,5.0,85000.0,Twenties,Medium,0-5
6015,36.0,Male,PhD,Research Scientist,11.0,155000.0,Thirties,Very High,11-15
6016,28.0,Male,Bachelor's Degree,Software Engineer,3.0,70000.0,Twenties,Medium,0-5
6017,32.0,Female,Bachelor's Degree,Marketing Manager,8.0,115000.0,Thirties,High,6-10
6018,29.0,Male,Master's Degree,Financial Analyst,5.0,95000.0,Twenties,Medium,0-5
6019,25.0,Female,Bachelor's Degree,Marketing Analyst,0.0,40000.0,Twenties,Low,0-5
6020,31.0,Male,Bachelor's Degree,Project Manager,6.0,115000.0,Thirties,High,6-10
6021,35.0,Female,PhD,Research Director,12.0,175000.0,Thirties,Very High,11-15
6023,33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0,Thirties,High,6-10
6024,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,Twenties,Medium,0-5
6026,36.0,Male,PhD,Research Scientist,13.0,185000.0,Thirties,Very High,11-15
6027,40.0,Female,Bachelor's Degree,Financial Manager,15.0,210000.0,Thirties,Top Tier,11-15
6028,27.0,Male,Bachelor's Degree,Product Designer,1.0,45000.0,Twenties,Low,0-5
6029,32.0,Female,PhD,Data Scientist,9.0,145000.0,Thirties,High,6-10
6030,28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,70000.0,Twenties,Medium,0-5
6031,32.0,Female,Bachelor's Degree,Product Manager,7.0,120000.0,Thirties,High,6-10
6033,38.0,Male,Master's Degree,Marketing Director,14.0,195000.0,Thirties,Very High,11-15
6034,40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0,Thirties,Top Tier,16-20
6035,27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,Twenties,Medium,0-5
6040,36.0,Female,PhD,Research Scientist,13.0,185000.0,Thirties,Very High,11-15
6042,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0,Twenties,Medium,0-5
6043,34.0,Male,PhD,Research Director,12.0,170000.0,Thirties,Very High,11-15
6044,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0,Twenties,Medium,0-5
6133,26.0,Female,Master's Degree,Software Engineer,2.0,75000.0,Twenties,Medium,0-5
6134,39.0,Male,PhD,Research Scientist,14.0,185000.0,Thirties,Very High,11-15
6135,32.0,Female,Bachelor's Degree,Marketing Manager,7.0,120000.0,Thirties,High,6-10
6136,28.0,Male,Bachelor's Degree,Graphic Designer,3.0,60000.0,Twenties,Medium,0-5
6137,35.0,Female,Master's Degree,Data Scientist,10.0,145000.0,Thirties,High,6-10
6139,33.0,Female,Master's Degree,Product Manager,8.0,135000.0,Thirties,High,6-10
6140,27.0,Male,Bachelor's Degree,Software Engineer,2.0,70000.0,Twenties,Medium,0-5
6141,36.0,Female,PhD,Research Director,12.0,175000.0,Thirties,Very High,11-15
6260,29.0,Male,Bachelor's Degree,Sales Associate,2.0,45000.0,Twenties,Low,0-5
6261,45.0,Female,Master's Degree,Sales Manager,8.0,80000.0,Forties,Medium,6-10
6262,37.0,Male,PhD,Marketing Manager,7.0,90000.0,Thirties,Medium,6-10
6263,23.0,Female,High School,Sales Executive,1.0,35000.0,Twenties,Low,0-5
6264,41.0,Male,Bachelor's Degree,Financial Manager,12.0,120000.0,Forties,High,11-15
6265,26.0,Female,Bachelor's Degree,Digital Marketing Manager,4.0,60000.0,Twenties,Medium,0-5
6266,33.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0,Thirties,Medium,0-5
6267,28.0,Female,High School,Sales Representative,3.0,40000.0,Twenties,Low,0-5
6268,50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0,Forties,High,11-15
6269,35.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0,Thirties,Low,0-5
6270,42.0,Male,Master's Degree,Director of Marketing,13.0,130000.0,Forties,High,11-15
6271,27.0,Female,Bachelor's Degree,Sales Associate,1.0,35000.0,Twenties,Low,0-5
6272,48.0,Male,PhD,Sales Director,18.0,180000.0,Forties,Very High,16-20
6273,31.0,Female,High School,Financial Manager,4.0,60000.0,Thirties,Medium,0-5
6274,36.0,Male,Bachelor's Degree,Sales Manager,6.0,75000.0,Thirties,Medium,6-10
6275,25.0,Female,Master's Degree,Digital Marketing Manager,3.0,50000.0,Twenties,Low,0-5
6276,39.0,Male,PhD,Marketing Manager,10.0,100000.0,Thirties,Medium,6-10
6277,30.0,Female,High School,Sales Executive,2.0,40000.0,Twenties,Low,0-5
6278,44.0,Male,Bachelor's Degree,Content Marketing Manager,11.0,110000.0,Forties,High,11-15
6279,29.0,Female,Master's Degree,Sales Representative,4.0,55000.0,Twenties,Medium,0-5
6280,47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0,Forties,Very High,16-20
6281,32.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0,Thirties,Low,0-5
6282,38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0,Thirties,Medium,6-10
6283,24.0,Female,High School,Sales Associate,1.0,35000.0,Twenties,Low,0-5
6284,40.0,Male,PhD,Sales Director,14.0,140000.0,Thirties,High,11-15
6285,34.0,Female,Bachelor's Degree,Financial Manager,5.0,70000.0,Thirties,Medium,0-5
6286,26.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0,Twenties,Low,0-5
6287,31.0,Female,PhD,Marketing Manager,6.0,75000.0,Thirties,Medium,6-10
6288,27.0,Male,High School,Sales Executive,2.0,40000.0,Twenties,Low,0-5
6289,43.0,Female,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,Forties,High,11-15
6290,28.0,Male,Master's Degree,Sales Representative,2.0,40000.0,Twenties,Low,0-5
6291,46.0,Female,PhD,Senior Product Marketing Manager,16.0,160000.0,Forties,Very High,16-20
6292,33.0,Male,Bachelor's Degree,Junior Sales Representative,4.0,55000.0,Thirties,Medium,0-5
6293,39.0,Female,Master's Degree,Director of Marketing,10.0,100000.0,Thirties,Medium,6-10
6294,25.0,Male,High School,Sales Associate,1.0,35000.0,Twenties,Low,0-5
6295,41.0,Female,Bachelor's Degree,Sales Manager,8.0,80000.0,Forties,Medium,6-10
6296,35.0,Male,PhD,Marketing Manager,7.0,90000.0,Thirties,Medium,6-10
6297,23.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0,Twenties,Low,0-5
6298,42.0,Male,Master's Degree,Financial Manager,13.0,130000.0,Forties,High,11-15
6300,32.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0,Thirties,Medium,0-5
6301,27.0,Female,High School,Sales Representative,3.0,40000.0,Twenties,Low,0-5
6303,36.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0,Thirties,Low,0-5
6304,48.0,Male,Master's Degree,Director of Marketing,18.0,180000.0,Forties,Very High,16-20
6305,31.0,Female,High School,Sales Associate,2.0,40000.0,Thirties,Low,0-5
6306,29.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0,Twenties,Medium,6-10
6307,45.0,Female,PhD,Financial Manager,12.0,120000.0,Forties,High,11-15
6308,25.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0,Twenties,Low,0-5
6309,37.0,Female,Bachelor's Degree,Marketing Manager,7.0,90000.0,Thirties,Medium,6-10
6310,23.0,Male,High School,Sales Executive,1.0,35000.0,Twenties,Low,0-5
6311,41.0,Female,Bachelor's Degree,Content Marketing Manager,11.0,110000.0,Forties,High,11-15
6312,26.0,Male,Master's Degree,Sales Representative,3.0,45000.0,Twenties,Low,0-5
6313,33.0,Female,PhD,Senior Product Marketing Manager,5.0,70000.0,Thirties,Medium,0-5
6314,28.0,Male,Bachelor's Degree,Junior Sales Representative,1.0,30000.0,Twenties,Low,0-5
6315,42.0,Female,Master's Degree,Director of Marketing,13.0,130000.0,Forties,High,11-15
6316,27.0,Male,High School,Financial Manager,4.0,60000.0,Twenties,Medium,0-5
6317,50.0,Female,Bachelor's Degree,Sales Manager,15.0,150000.0,Forties,High,11-15
6318,35.0,Male,PhD,Marketing Manager,8.0,80000.0,Thirties,Medium,6-10
6319,24.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0,Twenties,Low,0-5
6320,46.0,Male,Master's Degree,Content Marketing Manager,16.0,160000.0,Forties,Very High,16-20
6321,29.0,Female,High School,Sales Representative,2.0,40000.0,Twenties,Low,0-5
6323,31.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0,Thirties,Low,0-5
6325,25.0,Female,High School,Sales Associate,1.0,35000.0,Twenties,Low,0-5
6326,39.0,Male,Bachelor's Degree,Sales Director,10.0,100000.0,Thirties,Medium,6-10
6327,33.0,Female,PhD,Financial Manager,5.0,70000.0,Thirties,Medium,0-5
6328,27.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0,Twenties,Low,0-5
6329,43.0,Female,Bachelor's Degree,Marketing Manager,12.0,120000.0,Forties,High,11-15
6330,28.0,Male,High School,Sales Executive,2.0,40000.0,Twenties,Low,0-5
6331,31.0,Male,Bachelor's Degree,Sales Associate,3.0,50000.0,Thirties,Low,0-5
6332,46.0,Female,Master's Degree,Marketing Manager,14.0,140000.0,Forties,High,11-15
6334,38.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0,Thirties,Medium,6-10
6335,24.0,Male,PhD,Digital Marketing Manager,1.0,30000.0,Twenties,Low,0-5
6336,33.0,Female,Master's Degree,Content Marketing Manager,6.0,75000.0,Thirties,Medium,6-10
6337,29.0,Male,High School,Sales Representative,2.0,40000.0,Twenties,Low,0-5
6338,50.0,Female,Bachelor's Degree,Sales Manager,18.0,180000.0,Forties,Very High,16-20
6339,35.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0,Thirties,Medium,6-10
6341,41.0,Male,Master's Degree,Director of Marketing,12.0,120000.0,Forties,High,11-15
6342,26.0,Female,High School,Financial Manager,3.0,45000.0,Twenties,Low,0-5
6343,32.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0,Thirties,Medium,6-10
6344,27.0,Female,PhD,Marketing Manager,4.0,55000.0,Twenties,Medium,0-5
6345,43.0,Male,Master's Degree,Content Marketing Manager,16.0,160000.0,Forties,Very High,16-20
6346,28.0,Female,Bachelor's Degree,Sales Representative,2.0,40000.0,Twenties,Low,0-5
6348,31.0,Female,High School,Junior Sales Representative,3.0,40000.0,Thirties,Low,0-5
6351,39.0,Male,Bachelor's Degree,Sales Manager,11.0,110000.0,Thirties,High,11-15
6352,33.0,Female,PhD,Financial Manager,6.0,75000.0,Thirties,Medium,6-10
6356,50.0,Female,Master's Degree,Content Marketing Manager,15.0,150000.0,Forties,High,11-15
6357,36.0,Male,Bachelor's Degree,Sales Representative,5.0,70000.0,Thirties,Medium,0-5
6358,48.0,Female,PhD,Senior Product Marketing Manager,19.0,190000.0,Forties,Very High,16-20
6359,31.0,Male,High School,Junior Sales Representative,3.0,40000.0,Thirties,Low,0-5
6360,29.0,Female,Bachelor's Degree,Sales Director,6.0,75000.0,Twenties,Medium,6-10
6361,45.0,Male,Master's Degree,Director of Marketing,14.0,140000.0,Forties,High,11-15
6364,35.0,Female,PhD,Marketing Manager,8.0,80000.0,Thirties,Medium,6-10
6365,23.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0,Twenties,Low,0-5
6366,42.0,Female,Master's Degree,Sales Manager,13.0,130000.0,Forties,High,11-15
6367,26.0,Male,High School,Digital Marketing Manager,2.0,40000.0,Twenties,Low,0-5
6368,32.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0,Thirties,Medium,6-10
6369,27.0,Male,PhD,Sales Representative,4.0,55000.0,Twenties,Medium,0-5
6370,50.0,Female,Master's Degree,Senior Product Marketing Manager,18.0,180000.0,Forties,Very High,16-20
6371,36.0,Male,Bachelor's Degree,Junior Sales Representative,3.0,45000.0,Thirties,Low,0-5
6372,48.0,Female,PhD,Director of Marketing,19.0,190000.0,Forties,Very High,16-20
6373,31.0,Male,High School,Sales Associate,3.0,50000.0,Thirties,Low,0-5
6374,29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,Twenties,Medium,0-5
6375,45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0,Forties,High,11-15
6376,25.0,Female,High School,Sales Executive,1.0,35000.0,Twenties,Low,0-5
6377,41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,Forties,High,11-15
6378,35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0,Thirties,Medium,6-10
6379,23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0,Twenties,Low,0-5
6380,42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0,Forties,High,11-15
6381,26.0,Male,High School,Sales Manager,2.0,40000.0,Twenties,Low,0-5
6382,32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0,Thirties,Medium,6-10
6383,27.0,Male,PhD,Marketing Manager,4.0,55000.0,Twenties,Medium,0-5
6384,50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0,Forties,Very High,16-20
6385,36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0,Thirties,Medium,6-10
6386,48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0,Forties,Very High,16-20
6455,36.0,Male,Bachelor's Degree,Sales Director,6.0,27.0,Thirties,Low,6-10
6456,37.0,Male,Master's Degree,Marketing Manager,11.0,110000.0,Thirties,High,11-15
6457,26.0,Female,Bachelor's Degree,Sales Representative,2.0,40000.0,Twenties,Low,0-5
6458,42.0,Male,PhD,Content Marketing Manager,15.0,150000.0,Forties,High,11-15
6459,33.0,Female,High School,Sales Executive,4.0,55000.0,Thirties,Medium,0-5
6460,29.0,Male,Bachelor's Degree,Sales Manager,5.0,70000.0,Twenties,Medium,0-5
6461,45.0,Female,Master's Degree,Director of Marketing,16.0,160000.0,Forties,Very High,16-20
6462,24.0,Male,High School,Sales Associate,1.0,35000.0,Twenties,Low,0-5
6463,39.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0,Thirties,Medium,6-10
6464,31.0,Male,PhD,Senior Product Marketing Manager,7.0,90000.0,Thirties,Medium,6-10
6465,27.0,Female,Master's Degree,Digital Marketing Manager,3.0,50000.0,Twenties,Low,0-5
6466,43.0,Male,Bachelor's Degree,Content Marketing Manager,14.0,140000.0,Forties,High,11-15
6467,28.0,Female,High School,Sales Representative,2.0,40000.0,Twenties,Low,0-5
6468,50.0,Male,PhD,Marketing Manager,18.0,180000.0,Forties,Very High,16-20
6469,35.0,Female,Bachelor's Degree,Sales Executive,7.0,90000.0,Thirties,Medium,6-10
6470,23.0,Male,Bachelor's Degree,Sales Manager,1.0,35000.0,Twenties,Low,0-5
6471,41.0,Female,Master's Degree,Director of Marketing,12.0,120000.0,Forties,High,11-15
6472,26.0,Male,High School,Financial Manager,3.0,45000.0,Twenties,Low,0-5
6473,32.0,Female,Bachelor's Degree,Sales Director,8.0,80000.0,Thirties,Medium,6-10
6475,50.0,Female,Master's Degree,Content Marketing Manager,18.0,180000.0,Forties,Very High,16-20
6476,36.0,Male,Bachelor's Degree,Sales Representative,6.0,75000.0,Thirties,Medium,6-10
6479,29.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0,Twenties,Medium,0-5
6480,45.0,Male,Master's Degree,Director of Marketing,15.0,150000.0,Forties,High,11-15
6580,38.0,Male,Master's Degree,Marketing Manager,12.0,120000.0,Thirties,High,11-15
6581,27.0,Female,Bachelor's Degree,Sales Representative,3.0,45000.0,Twenties,Low,0-5
6582,43.0,Male,PhD,Content Marketing Manager,16.0,160000.0,Forties,Very High,16-20
6583,34.0,Female,High School,Sales Executive,5.0,70000.0,Thirties,Medium,0-5
6584,30.0,Male,Bachelor's Degree,Sales Manager,6.0,75000.0,Twenties,Medium,6-10
6585,46.0,Female,Master's Degree,Director of Marketing,17.0,170000.0,Forties,Very High,16-20
6587,40.0,Female,Bachelor's Degree,Financial Manager,11.0,110000.0,Thirties,High,11-15
6588,32.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0,Thirties,Medium,6-10
6589,28.0,Female,Master's Degree,Digital Marketing Manager,4.0,55000.0,Twenties,Medium,0-5
6590,44.0,Male,Bachelor's Degree,Content Marketing Manager,15.0,150000.0,Forties,High,11-15
6592,51.0,Male,PhD,Marketing Manager,19.0,190000.0,Fifties,Very High,16-20
6593,36.0,Female,Bachelor's Degree,Sales Executive,8.0,80000.0,Thirties,Medium,6-10
6594,24.0,Male,Bachelor's Degree,Sales Manager,1.0,35000.0,Twenties,Low,0-5
6596,27.0,Male,High School,Financial Manager,3.0,45000.0,Twenties,Low,0-5
6597,33.0,Female,Bachelor's Degree,Sales Director,7.0,90000.0,Thirties,Medium,6-10
6598,28.0,Male,PhD,Marketing Manager,4.0,55000.0,Twenties,Medium,0-5
6599,51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0,Fifties,Very High,16-20
6600,37.0,Male,Bachelor's Degree,Sales Representative,7.0,90000.0,Thirties,Medium,6-10
6601,49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0,Forties,Very High,16-20
6602,32.0,Male,High School,Junior Sales Representative,3.0,40000.0,Thirties,Low,0-5
6603,30.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0,Twenties,Medium,0-5
6604,46.0,Male,Master's Degree,Director of Marketing,16.0,160000.0,Forties,Very High,16-20
6605,26.0,Female,High School,Sales Associate,1.0,35000.0,Twenties,Low,0-5
6606,42.0,Male,Bachelor's Degree,Financial Manager,13.0,130000.0,Forties,High,11-15
6607,36.0,Female,PhD,Marketing Manager,9.0,95000.0,Thirties,Medium,6-10
6608,24.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0,Twenties,Low,0-5
6609,43.0,Female,Master's Degree,Sales Manager,14.0,140000.0,Forties,High,11-15
6610,27.0,Male,High School,Digital Marketing Manager,2.0,40000.0,Twenties,Low,0-5
6611,33.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0,Thirties,Medium,6-10
6612,28.0,Male,PhD,Sales Representative,4.0,55000.0,Twenties,Medium,0-5
6613,51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0,Fifties,Very High,16-20
6614,37.0,Male,Bachelor's Degree,Junior Sales Representative,6.0,75000.0,Thirties,Medium,6-10
6615,49.0,Female,PhD,Director of Marketing,20.0,200000.0,Forties,Very High,16-20
6616,32.0,Male,High School,Sales Associate,3.0,50000.0,Thirties,Low,0-5
6617,30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,Twenties,Medium,0-5
6618,46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0,Forties,High,11-15
6619,26.0,Female,High School,Sales Executive,1.0,35000.0,Twenties,Low,0-5
6620,42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0,Forties,High,11-15
6621,36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0,Thirties,Medium,6-10
6622,24.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0,Twenties,Low,0-5
6623,43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0,Forties,High,11-15
6624,27.0,Male,High School,Sales Manager,2.0,40000.0,Twenties,Low,0-5
6625,33.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0,Thirties,Medium,6-10
6628,37.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0,Thirties,Medium,6-10
6631,30.0,Female,Bachelor's Degree,Sales Manager,5.0,70000.0,Twenties,Medium,0-5
